BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#25'
	and p_type not like 'SMALL PLATED%'
	and p_size in (45, 49, 20, 38, 11, 18, 6, 40)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#14   | SMALL BRUSHED BRASS       |     45 |          596
 Brand#44   | PROMO POLISHED NICKEL     |     49 |          592
 Brand#54   | ECONOMY BURNISHED TIN     |      6 |          592
 Brand#11   | MEDIUM BURNISHED COPPER   |      6 |          583
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          579
 Brand#43   | STANDARD PLATED BRASS     |     20 |          576
 Brand#54   | STANDARD BRUSHED TIN      |     49 |          576
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |          572
 Brand#45   | LARGE PLATED STEEL        |     49 |          572
 Brand#33   | PROMO ANODIZED STEEL      |      6 |          571
 Brand#41   | MEDIUM BURNISHED TIN      |     40 |          571
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#44   | SMALL ANODIZED BRASS      |     40 |          568
 Brand#14   | LARGE BRUSHED BRASS       |     11 |          567
 Brand#22   | PROMO POLISHED BRASS      |     45 |          566
 Brand#54   | PROMO PLATED STEEL        |     45 |          566
 Brand#22   | MEDIUM POLISHED NICKEL    |     20 |          564
 Brand#43   | STANDARD POLISHED COPPER  |      6 |          564
 Brand#15   | SMALL POLISHED BRASS      |     11 |          560
 Brand#21   | SMALL BRUSHED COPPER      |     18 |          560
 Brand#33   | ECONOMY BURNISHED TIN     |     45 |          560
 Brand#41   | SMALL BURNISHED NICKEL    |     11 |          560
 Brand#44   | LARGE BRUSHED BRASS       |     18 |          560
 Brand#51   | SMALL POLISHED BRASS      |     49 |          560
 Brand#52   | MEDIUM ANODIZED TIN       |      6 |          560
 Brand#43   | LARGE PLATED COPPER       |     49 |          559
 Brand#45   | SMALL POLISHED STEEL      |     11 |          559
 Brand#11   | SMALL BRUSHED STEEL       |     45 |          556
 Brand#12   | MEDIUM BURNISHED NICKEL   |     49 |          556
 Brand#54   | ECONOMY PLATED COPPER     |     18 |          556
 Brand#21   | LARGE BURNISHED TIN       |     18 |          555
 Brand#12   | ECONOMY BRUSHED NICKEL    |     20 |          553
 Brand#22   | ECONOMY BURNISHED COPPER  |     49 |          552
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#34   | PROMO PLATED BRASS        |      6 |          552
 Brand#45   | MEDIUM POLISHED TIN       |     18 |          552
 Brand#51   | MEDIUM POLISHED TIN       |     40 |          552
 Brand#13   | PROMO BRUSHED BRASS       |     45 |          551
 Brand#41   | ECONOMY PLATED BRASS      |     49 |          551
 Brand#23   | MEDIUM PLATED TIN         |     49 |          550
 Brand#13   | SMALL POLISHED COPPER     |     11 |          548
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          548
 Brand#21   | PROMO BRUSHED STEEL       |     18 |          548
 Brand#31   | PROMO POLISHED TIN        |     49 |          548
 Brand#31   | SMALL BRUSHED TIN         |     45 |          548
