BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#34'
	and p_type not like 'ECONOMY BRUSHED%'
	and p_size in (21, 40, 14, 2, 35, 5, 36, 39)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#22   | ECONOMY BURNISHED BRASS   |     39 |          600
 Brand#33   | ECONOMY ANODIZED COPPER   |     35 |          596
 Brand#24   | STANDARD POLISHED STEEL   |     39 |          591
 Brand#54   | LARGE BURNISHED STEEL     |     36 |          584
 Brand#21   | PROMO POLISHED TIN        |     36 |          579
 Brand#32   | STANDARD ANODIZED COPPER  |     14 |          576
 Brand#32   | STANDARD BURNISHED STEEL  |     36 |          576
 Brand#25   | ECONOMY POLISHED BRASS    |     36 |          575
 Brand#12   | MEDIUM BURNISHED STEEL    |     36 |          572
 Brand#15   | MEDIUM BRUSHED BRASS      |     39 |          572
 Brand#51   | SMALL PLATED STEEL        |     36 |          572
 Brand#52   | LARGE BRUSHED NICKEL      |     35 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#41   | MEDIUM BURNISHED TIN      |     40 |          571
 Brand#44   | LARGE POLISHED NICKEL     |     39 |          571
 Brand#15   | SMALL ANODIZED STEEL      |     36 |          570
 Brand#12   | ECONOMY BURNISHED TIN     |     14 |          568
 Brand#43   | SMALL BRUSHED STEEL       |     39 |          568
 Brand#44   | SMALL ANODIZED BRASS      |     40 |          568
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#11   | LARGE BRUSHED TIN         |     14 |          565
 Brand#14   | ECONOMY PLATED STEEL      |     14 |          564
 Brand#45   | LARGE POLISHED NICKEL     |     14 |          564
 Brand#54   | PROMO BRUSHED COPPER      |     36 |          563
 Brand#52   | STANDARD POLISHED COPPER  |     35 |          561
 Brand#14   | ECONOMY BURNISHED BRASS   |      5 |          560
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#41   | PROMO BRUSHED STEEL       |     36 |          560
 Brand#53   | LARGE PLATED TIN          |      2 |          560
 Brand#15   | PROMO BRUSHED NICKEL      |     39 |          559
 Brand#21   | MEDIUM ANODIZED NICKEL    |     21 |          559
 Brand#25   | MEDIUM POLISHED STEEL     |      5 |          558
 Brand#21   | SMALL BURNISHED STEEL     |     21 |          556
 Brand#33   | STANDARD BRUSHED TIN      |     14 |          556
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#51   | SMALL POLISHED STEEL      |     35 |          556
 Brand#54   | STANDARD BRUSHED STEEL    |      2 |          556
 Brand#55   | ECONOMY ANODIZED STEEL    |     14 |          556
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#51   | ECONOMY PLATED NICKEL     |     14 |          553
 Brand#11   | STANDARD BRUSHED BRASS    |      5 |          552
 Brand#13   | LARGE PLATED NICKEL       |     35 |          552
 Brand#13   | PROMO POLISHED BRASS      |     39 |          552
 Brand#22   | SMALL POLISHED NICKEL     |     36 |          552
 Brand#23   | STANDARD PLATED STEEL     |      5 |          552
 Brand#41   | STANDARD POLISHED COPPER  |     35 |          552
 Brand#51   | MEDIUM POLISHED TIN       |     40 |          552
 Brand#43   | STANDARD ANODIZED NICKEL  |      2 |          551
 Brand#11   | STANDARD PLATED TIN       |      5 |          548
 Brand#13   | MEDIUM ANODIZED NICKEL    |     36 |          548
 Brand#14   | MEDIUM PLATED COPPER      |     35 |          548
 Brand#23   | SMALL POLISHED BRASS      |     36 |          548
 Brand#24   | LARGE ANODIZED COPPER     |      5 |          548
 Brand#24   | MEDIUM BURNISHED TIN      |     21 |          548
 Brand#25   | SMALL PLATED NICKEL       |      5 |          548
 Brand#32   | PROMO ANODIZED BRASS      |      5 |          548
 Brand#33   | LARGE BRUSHED STEEL       |     35 |          548
 Brand#33   | SMALL BRUSHED TIN         |     14 |          548
 Brand#52   | LARGE BURNISHED STEEL     |     40 |          548
 Brand#52   | SMALL BRUSHED COPPER      |     14 |          548
 Brand#53   | SMALL BURNISHED BRASS     |      5 |          548
 Brand#54   | SMALL POLISHED NICKEL     |     39 |          548
 Brand#54   | STANDARD BRUSHED TIN      |     35 |          548
 Brand#22   | ECONOMY POLISHED BRASS    |     21 |          547
 Brand#32   | PROMO PLATED NICKEL       |     21 |          547
 Brand#35   | STANDARD PLATED NICKEL    |     14 |          547
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |          544
 Brand#22   | MEDIUM ANODIZED TIN       |     39 |          544
 Brand#22   | MEDIUM BRUSHED NICKEL     |     36 |          544
 Brand#22   | PROMO BURNISHED COPPER    |     39 |          544
 Brand#23   | PROMO BRUSHED TIN         |      5 |          544
 Brand#24   | MEDIUM BRUSHED BRASS      |     21 |          544
 Brand#31   | ECONOMY PLATED COPPER     |     14 |          544
 Brand#31   | MEDIUM BURNISHED TIN      |      2 |          544
 Brand#32   | LARGE BURNISHED NICKEL    |     14 |          544
 Brand#32   | PROMO PLATED TIN          |     39 |          544
 Brand#32   | STANDARD ANODIZED STEEL   |     21 |          544
 Brand#33   | ECONOMY PLATED NICKEL     |      2 |          544
 Brand#35   | SMALL ANODIZED BRASS      |     14 |          544
 Brand#41   | PROMO BRUSHED BRASS       |      5 |          544
 Brand#41   | SMALL BURNISHED STEEL     |      2 |          544
 Brand#41   | SMALL PLATED STEEL        |      5 |          544
 Brand#43   | LARGE BURNISHED TIN       |      5 |          544
 Brand#54   | ECONOMY PLATED COPPER     |     14 |          544
 Brand#14   | LARGE BURNISHED STEEL     |      5 |          543
 Brand#14   | PROMO PLATED STEEL        |     36 |          543
 Brand#25   | PROMO POLISHED BRASS      |     39 |          543
 Brand#31   | ECONOMY POLISHED COPPER   |     40 |          543
 Brand#32   | PROMO BURNISHED BRASS     |     39 |          543
 Brand#32   | STANDARD BRUSHED TIN      |     36 |          543
 Brand#44   | STANDARD POLISHED TIN     |     14 |          543
 Brand#42   | PROMO ANODIZED COPPER     |      5 |          542
 Brand#15   | PROMO PLATED NICKEL       |     35 |          541
 Brand#11   | MEDIUM PLATED NICKEL      |     40 |          540
 Brand#13   | STANDARD ANODIZED STEEL   |     35 |          540
 Brand#14   | PROMO BURNISHED BRASS     |     36 |          540
 Brand#22   | SMALL BRUSHED STEEL       |     14 |          540
 Brand#23   | ECONOMY ANODIZED COPPER   |     36 |          540
 Brand#23   | PROMO PLATED TIN          |      2 |          540
 Brand#23   | STANDARD PLATED COPPER    |     36 |          540
 Brand#25   | PROMO PLATED TIN          |     40 |          540
 Brand#31   | ECONOMY PLATED TIN        |      2 |          540
 Brand#31   | LARGE BURNISHED STEEL     |     14 |          540
 Brand#33   | ECONOMY POLISHED STEEL    |     36 |          540
 Brand#41   | MEDIUM BRUSHED NICKEL     |      2 |          540
 Brand#41   | PROMO BURNISHED NICKEL    |     40 |          540
 Brand#41   | STANDARD BURNISHED BRASS  |      5 |          540
 Brand#45   | ECONOMY BURNISHED COPPER  |     36 |          540
 Brand#45   | LARGE BURNISHED STEEL     |     39 |          540
 Brand#51   | ECONOMY PLATED BRASS      |     21 |          540
 Brand#54   | SMALL PLATED TIN          |      2 |          540
 Brand#55   | ECONOMY ANODIZED STEEL    |     39 |          540
 Brand#55   | MEDIUM BRUSHED BRASS      |      5 |          540
 Brand#55   | MEDIUM POLISHED COPPER    |      2 |          540
 Brand#13   | ECONOMY PLATED TIN        |      2 |          539
 Brand#15   | MEDIUM BRUSHED TIN        |      2 |          539
 Brand#32   | PROMO ANODIZED BRASS      |     39 |          539
 Brand#42   | LARGE BURNISHED STEEL     |     35 |          539
 Brand#45   | SMALL ANODIZED TIN        |     14 |          539
 Brand#54   | MEDIUM POLISHED COPPER    |     40 |          539
 Brand#31   | SMALL BRUSHED TIN         |     35 |          538
 Brand#11   | STANDARD BRUSHED TIN      |      5 |          536
 Brand#13   | PROMO BRUSHED COPPER      |     14 |          536
 Brand#13   | PROMO BRUSHED NICKEL      |     14 |          536
 Brand#14   | LARGE PLATED BRASS        |     36 |          536
 Brand#14   | STANDARD BRUSHED BRASS    |     35 |          536
 Brand#22   | MEDIUM PLATED TIN         |     39 |          536
 Brand#25   | LARGE ANODIZED COPPER     |     14 |          536
 Brand#25   | MEDIUM POLISHED NICKEL    |     39 |          536
 Brand#25   | SMALL POLISHED TIN        |     35 |          536
 Brand#35   | MEDIUM BRUSHED NICKEL     |      5 |          536
 Brand#41   | ECONOMY ANODIZED STEEL    |     35 |          536
 Brand#42   | SMALL PLATED NICKEL       |     36 |          536
 Brand#42   | STANDARD BURNISHED COPPER |     36 |          536
 Brand#43   | SMALL BRUSHED BRASS       |     35 |          536
