BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#55'
	and p_type not like 'ECONOMY POLISHED%'
	and p_size in (8, 33, 7, 1, 44, 35, 22, 13)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | ECONOMY ANODIZED COPPER   |     35 |          596
 Brand#41   | LARGE BURNISHED BRASS     |     33 |          588
 Brand#12   | ECONOMY BURNISHED STEEL   |     33 |          584
 Brand#11   | PROMO BURNISHED STEEL     |      8 |          580
 Brand#34   | SMALL POLISHED BRASS      |     13 |          580
 Brand#25   | PROMO BURNISHED NICKEL    |     33 |          579
 Brand#54   | PROMO BRUSHED NICKEL      |     13 |          576
 Brand#13   | SMALL BURNISHED COPPER    |     33 |          572
 Brand#15   | LARGE PLATED BRASS        |     22 |          572
 Brand#31   | STANDARD POLISHED NICKEL  |      1 |          572
 Brand#51   | PROMO ANODIZED TIN        |      8 |          572
 Brand#52   | LARGE BRUSHED NICKEL      |     35 |          572
 Brand#34   | STANDARD BURNISHED TIN    |     13 |          571
 Brand#32   | LARGE POLISHED BRASS      |      8 |          568
 Brand#32   | STANDARD BURNISHED TIN    |     13 |          567
 Brand#23   | PROMO POLISHED NICKEL     |     22 |          564
 Brand#42   | PROMO BRUSHED STEEL       |     13 |          564
 Brand#43   | SMALL POLISHED TIN        |     44 |          564
 Brand#45   | MEDIUM ANODIZED COPPER    |      1 |          563
 Brand#51   | ECONOMY PLATED COPPER     |     44 |          563
 Brand#52   | STANDARD POLISHED COPPER  |     35 |          561
 Brand#22   | MEDIUM ANODIZED COPPER    |      7 |          560
 Brand#22   | STANDARD BRUSHED BRASS    |     13 |          560
 Brand#43   | STANDARD BURNISHED BRASS  |     44 |          560
 Brand#44   | SMALL BRUSHED STEEL       |      1 |          560
 Brand#34   | PROMO POLISHED STEEL      |     35 |          559
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#41   | STANDARD ANODIZED TIN     |      1 |          556
 Brand#51   | SMALL POLISHED STEEL      |     35 |          556
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#32   | LARGE BRUSHED NICKEL      |     33 |          555
 Brand#35   | PROMO BURNISHED COPPER    |      1 |          555
 Brand#35   | STANDARD POLISHED NICKEL  |     33 |          555
 Brand#13   | LARGE PLATED NICKEL       |     35 |          552
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#23   | PROMO ANODIZED NICKEL     |     13 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#41   | STANDARD POLISHED COPPER  |     35 |          552
 Brand#43   | LARGE ANODIZED TIN        |     13 |          552
 Brand#51   | MEDIUM PLATED COPPER      |      7 |          552
 Brand#22   | LARGE POLISHED BRASS      |     44 |          551
 Brand#23   | ECONOMY PLATED BRASS      |     22 |          551
 Brand#35   | LARGE BRUSHED STEEL       |     33 |          551
 Brand#43   | ECONOMY PLATED NICKEL     |     13 |          551
 Brand#35   | STANDARD PLATED TIN       |     33 |          550
 Brand#11   | STANDARD ANODIZED STEEL   |     13 |          548
 Brand#13   | SMALL BURNISHED NICKEL    |      8 |          548
 Brand#14   | MEDIUM PLATED COPPER      |     35 |          548
 Brand#22   | SMALL PLATED STEEL        |      1 |          548
 Brand#31   | STANDARD POLISHED STEEL   |     33 |          548
 Brand#33   | LARGE BRUSHED STEEL       |     35 |          548
 Brand#35   | PROMO BURNISHED BRASS     |      1 |          548
 Brand#41   | STANDARD BRUSHED TIN      |     33 |          548
 Brand#43   | PROMO POLISHED TIN        |     33 |          548
 Brand#45   | ECONOMY BURNISHED BRASS   |      8 |          548
 Brand#53   | SMALL POLISHED TIN        |      1 |          548
 Brand#54   | STANDARD BRUSHED TIN      |     35 |          548
 Brand#54   | STANDARD POLISHED TIN     |     13 |          548
 Brand#15   | MEDIUM ANODIZED BRASS     |     22 |          547
 Brand#21   | LARGE BURNISHED TIN       |      7 |          547
 Brand#34   | SMALL BRUSHED NICKEL      |     22 |          547
 Brand#41   | MEDIUM POLISHED COPPER    |     44 |          547
 Brand#53   | LARGE PLATED STEEL        |     33 |          547
 Brand#13   | MEDIUM BRUSHED BRASS      |     44 |          544
 Brand#14   | LARGE POLISHED TIN        |     13 |          544
 Brand#23   | LARGE POLISHED COPPER     |      7 |          544
 Brand#23   | PROMO POLISHED COPPER     |     44 |          544
 Brand#24   | SMALL BRUSHED TIN         |     22 |          544
 Brand#25   | PROMO POLISHED TIN        |      8 |          544
 Brand#31   | ECONOMY BRUSHED BRASS     |      7 |          544
 Brand#33   | ECONOMY PLATED BRASS      |      8 |          544
 Brand#33   | STANDARD POLISHED BRASS   |     44 |          544
 Brand#41   | LARGE PLATED COPPER       |      7 |          544
 Brand#41   | MEDIUM ANODIZED BRASS     |      7 |          544
 Brand#51   | SMALL BRUSHED STEEL       |     33 |          544
 Brand#52   | LARGE BURNISHED BRASS     |     33 |          544
 Brand#53   | MEDIUM POLISHED NICKEL    |      7 |          544
 Brand#11   | SMALL ANODIZED BRASS      |     22 |          543
 Brand#15   | LARGE BRUSHED COPPER      |      8 |          543
 Brand#23   | SMALL PLATED STEEL        |      1 |          543
 Brand#31   | STANDARD BURNISHED TIN    |     13 |          543
 Brand#35   | PROMO POLISHED STEEL      |     44 |          543
 Brand#21   | LARGE ANODIZED NICKEL     |      7 |          542
 Brand#33   | MEDIUM POLISHED STEEL     |     44 |          542
 Brand#35   | ECONOMY BURNISHED COPPER  |     33 |          542
 Brand#15   | PROMO PLATED NICKEL       |     35 |          541
 Brand#11   | MEDIUM ANODIZED COPPER    |     22 |          540
 Brand#11   | SMALL BURNISHED STEEL     |     13 |          540
 Brand#12   | ECONOMY ANODIZED STEEL    |      7 |          540
 Brand#13   | STANDARD ANODIZED STEEL   |     35 |          540
 Brand#13   | STANDARD BRUSHED TIN      |     13 |          540
 Brand#14   | LARGE ANODIZED NICKEL     |      1 |          540
 Brand#21   | MEDIUM ANODIZED NICKEL    |     44 |          540
 Brand#22   | PROMO BURNISHED COPPER    |     22 |          540
 Brand#23   | MEDIUM BRUSHED NICKEL     |     22 |          540
 Brand#25   | STANDARD BRUSHED COPPER   |      8 |          540
 Brand#25   | STANDARD PLATED NICKEL    |      8 |          540
 Brand#31   | STANDARD BURNISHED NICKEL |     44 |          540
 Brand#32   | ECONOMY BURNISHED COPPER  |     13 |          540
 Brand#32   | ECONOMY PLATED STEEL      |      1 |          540
 Brand#32   | PROMO PLATED BRASS        |      1 |          540
 Brand#33   | MEDIUM ANODIZED STEEL     |     13 |          540
 Brand#34   | MEDIUM ANODIZED COPPER    |     33 |          540
 Brand#35   | MEDIUM BRUSHED NICKEL     |      7 |          540
 Brand#35   | MEDIUM PLATED COPPER      |      8 |          540
 Brand#41   | LARGE BURNISHED BRASS     |      7 |          540
 Brand#41   | SMALL BRUSHED TIN         |      8 |          540
 Brand#41   | SMALL PLATED BRASS        |      7 |          540
 Brand#44   | PROMO POLISHED TIN        |     13 |          540
 Brand#44   | SMALL PLATED NICKEL       |     22 |          540
 Brand#45   | LARGE ANODIZED TIN        |     13 |          540
 Brand#45   | PROMO BURNISHED COPPER    |     22 |          540
 Brand#11   | STANDARD BURNISHED TIN    |      8 |          539
 Brand#15   | ECONOMY PLATED TIN        |     44 |          539
 Brand#23   | STANDARD BRUSHED NICKEL   |     13 |          539
 Brand#32   | LARGE ANODIZED STEEL      |      7 |          539
 Brand#41   | PROMO POLISHED STEEL      |      7 |          539
 Brand#42   | LARGE BURNISHED STEEL     |     35 |          539
 Brand#44   | MEDIUM POLISHED NICKEL    |      8 |          539
 Brand#52   | LARGE BURNISHED BRASS     |      8 |          539
 Brand#52   | STANDARD ANODIZED TIN     |     22 |          539
 Brand#24   | SMALL BURNISHED NICKEL    |     44 |          538
 Brand#31   | SMALL BRUSHED TIN         |     35 |          538
 Brand#33   | SMALL ANODIZED TIN        |     13 |          538
 Brand#12   | ECONOMY BRUSHED TIN       |     35 |          536
 Brand#12   | ECONOMY PLATED BRASS      |      1 |          536
 Brand#13   | LARGE POLISHED TIN        |     44 |          536
 Brand#14   | STANDARD BRUSHED BRASS    |     35 |          536
 Brand#15   | PROMO PLATED STEEL        |      8 |          536
 Brand#22   | ECONOMY BURNISHED NICKEL  |     22 |          536
 Brand#23   | PROMO BRUSHED TIN         |     22 |          536
 Brand#24   | PROMO BURNISHED STEEL     |     13 |          536
 Brand#24   | SMALL BURNISHED STEEL     |     13 |          536
 Brand#25   | SMALL POLISHED TIN        |     35 |          536
 Brand#32   | LARGE POLISHED BRASS      |     44 |          536
 Brand#34   | PROMO BRUSHED TIN         |     22 |          536
 Brand#34   | STANDARD BRUSHED TIN      |      7 |          536
 Brand#34   | STANDARD BURNISHED BRASS  |     35 |          536
 Brand#35   | MEDIUM BURNISHED BRASS    |     33 |          536
