BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 9
	and p_type like '%NICKEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
    9999.5 | Supplier#000730330        | RUSSIA                    |   2230325 | Manufacturer#5            | cWymp2YzIKwOIXA4zJwG72SvviR7IC8,ZCVS2    | 32-696-914-8119 |  carefully unusual deposits detect quickly ab
    9999.5 | Supplier#000730330        | RUSSIA                    |   9980302 | Manufacturer#5            | cWymp2YzIKwOIXA4zJwG72SvviR7IC8,ZCVS2    | 32-696-914-8119 |  carefully unusual deposits detect quickly ab
   9999.27 | Supplier#000876663        | RUSSIA                    |   5876662 | Manufacturer#2            | rdHbHw1R6NIq1lzjx8CAt                    | 32-722-930-7295 | s Tiresias sleep along the slyly unusual deposits. platelets haggle slyly regular, ironic theodol
   9999.21 | Supplier#000241339        | ROMANIA                   |  13991325 | Manufacturer#1            | RQUIW8KFLj83XBhq                         | 29-796-589-8064 | ounts are. unusual theodolites 
   9998.86 | Supplier#000416005        | GERMANY                   |  12665968 | Manufacturer#3            | Pis4XDdgyNMCEf1PL5WPGdjB9j C,D5          | 17-510-493-4654 | ar foxes cajole furiously final excuses. careful
   9998.36 | Supplier#000052387        | RUSSIA                    |  12302350 | Manufacturer#5            | LpdenjQxxk5PKWL9J                        | 32-501-422-8682 |  haggle slyly final deposits. slyly unusual theodolites boost bli
   9998.31 | Supplier#000805984        | RUSSIA                    |  18555965 | Manufacturer#5            | xKfwEZk66jn6ECBEa2qPdYS                  | 32-101-295-2174 | ully regular courts use above
   9998.25 | Supplier#000419963        | RUSSIA                    |    169962 | Manufacturer#1            | drB,x4NJ35x,qNm usej                     | 32-697-264-8862 | even platelets-- slyly special excuses 
   9998.12 | Supplier#000751224        | UNITED KINGDOM            |  10501213 | Manufacturer#5            | 4mQs8b,LXbWRr 2W                         | 33-330-444-8357 |  pinto beans integrate silent, even deposits. fluffily pending requests sleep. stealthy theodol
   9997.83 | Supplier#000348318        | FRANCE                    |   4848309 | Manufacturer#4            | AvfnvjCFAg1aNpj                          | 16-718-707-5676 | e pending requests: furiously even deposits boost furiously slyly even requests. 
   9997.83 | Supplier#000348318        | FRANCE                    |  15348317 | Manufacturer#5            | AvfnvjCFAg1aNpj                          | 16-718-707-5676 | e pending requests: furiously even deposits boost furiously slyly even requests. 
   9996.88 | Supplier#000702858        | RUSSIA                    |  15952812 | Manufacturer#1            | skGy,844uGMBmYz2hrW42GjQhxW716Ss         | 32-802-745-6965 | ronic packages. regular, fina
   9996.45 | Supplier#000392828        | GERMANY                   |   6642809 | Manufacturer#5            | UCnp5xMFa9ktIBgYdGG                      | 17-965-114-2999 | ithely furiously unusual deposits. quickly ste
   9996.45 | Supplier#000392828        | GERMANY                   |  12892803 | Manufacturer#1            | UCnp5xMFa9ktIBgYdGG                      | 17-965-114-2999 | ithely furiously unusual deposits. quickly ste
   9996.09 | Supplier#000697251        | FRANCE                    |   1947247 | Manufacturer#1            | pmCc16W MnQennscSQlWMBKO NiF             | 16-545-160-7652 | g carefully. slyly regular deposits dazzle blithely. fur
   9996.09 | Supplier#000697251        | FRANCE                    |  18447232 | Manufacturer#2            | pmCc16W MnQennscSQlWMBKO NiF             | 16-545-160-7652 | g carefully. slyly regular deposits dazzle blithely. fur
   9995.96 | Supplier#000566208        | FRANCE                    |   6316201 | Manufacturer#1            | RMnISVay,G0prBUAZ,yqqm7ftyZbjH0CfJyXP95  | 16-665-147-8314 | mong the ironic requests caj
   9995.79 | Supplier#000156628        | UNITED KINGDOM            |  11156627 | Manufacturer#1            | aZRcbN7WStaiQ69vfMixB                    | 33-308-726-5076 | usual instructions. final pinto beans sleep slyly among the carefully final instructions. regular pa
