BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 13
	and p_type like '%BRASS'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'AFRICA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'AFRICA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9999.98 | Supplier#000523705        | MOZAMBIQUE                |   1273703 | Manufacturer#1            | 0XL78nMq4KiHniMOcIbfDYSab0CmJkWkoOofZqUs | 26-473-916-5258 | slyly special requests. special foxes wake fluffil
   9999.01 | Supplier#000021095        | ALGERIA                   |   6271076 | Manufacturer#1            | sjQfEpK2SXw4ELqOvpMrM,Gu9IENOp5          | 10-550-110-7881 | ending, blithe requests wake. b
   9998.82 | Supplier#000258309        | MOZAMBIQUE                |  16758276 | Manufacturer#5            | r 5dvbGuMAVvqJ 6YILoSu3PxiXpZHX          | 26-189-661-2305 | refully ironic theodolites. requests sleep quickly final requests; final frays against the carefully
    9997.7 | Supplier#000126712        | ETHIOPIA                  |   1876710 | Manufacturer#1            | mfoTrkg ANolQjCGrYq9f9HV62dGuut3Fz9,4KT  | 15-378-250-4130 | ns integrate carefully against the furiou
   9997.16 | Supplier#000991204        | MOROCCO                   |   2991203 | Manufacturer#2            | BrsvvaifzVWPD2XyBvKocqZjw01cFt           | 25-739-589-5834 |  sleep doggedly against the carefu
   9997.04 | Supplier#000002522        | MOZAMBIQUE                |  10502501 | Manufacturer#1            | n7Zcn1iWbfuwRX49I6e                      | 26-228-116-5164 | ans are blithely alongside of the waters. express pinto beans above the theodolites affix blit
   9997.02 | Supplier#000627558        | ETHIOPIA                  |   2377555 | Manufacturer#2            | Kf49vXTXU55q8                            | 15-229-702-4416 | y according to the regular instructions. even, final requests haggle
      9997 | Supplier#000739877        | MOZAMBIQUE                |  19489857 | Manufacturer#4            | pcICElbgdVCD                             | 26-335-788-1287 |  packages. sometimes sly accoun
   9996.51 | Supplier#000522486        | KENYA                     |   2522485 | Manufacturer#5            | C7EU, idtVAw5dc,BFx0bDxX8MKV             | 24-483-375-2756 | arefully? quickly even theodolites cajole quickly across the even, final deposits. s
      9996 | Supplier#000397430        | ETHIOPIA                  |  14147415 | Manufacturer#1            | m,Lphx77g5iK2Y96McqY3mJeGW,sH            | 15-678-906-5886 | usual theodolites dazzle slyly special, busy dependencies. blithely bold pinto beans wake furiously 
    9995.8 | Supplier#000307269        | KENYA                     |  13057255 | Manufacturer#5            | jqZAFn4EDqnCRTBwlpes7Yrv8p7bBSIx,        | 24-601-657-6292 | ing dolphins about the express packages haggl
    9995.5 | Supplier#000547447        | MOZAMBIQUE                |  14297432 | Manufacturer#3            | Ji,4lGi99h5V4CTB IUtVIxJuN               | 26-286-534-3062 | sits among the pending instructions detect blithely against the quickly
   9995.35 | Supplier#000917143        | MOZAMBIQUE                |   4667138 | Manufacturer#1            | iN zjvRchzYbS5VLLxvpgZ7rBiCGatxwn3whQoi  | 26-176-886-5846 | refully special platelets. s
   9994.88 | Supplier#000856327        | ALGERIA                   |  13356300 | Manufacturer#4            | 7F4i2mia5oxYlgOG7bS8NT79hmNeRN8h4A,J7G3  | 10-509-194-4847 | tes. bold requests alongside of the iro
   9994.73 | Supplier#000014730        | MOROCCO                   |   5014729 | Manufacturer#3            | FXKdUoDvF9a7yoR4X2B e6Fd                 | 25-297-632-7978 | . furiously regular requests cajole above the fluffily final dependencies. blithely even packa
   9994.72 | Supplier#000878442        | MOROCCO                   |  17378407 | Manufacturer#4            | KV2GLdIdbTAtnX8jGkQ zfO8KsaQ8            | 25-134-552-3876 | ress excuses. bold, regular deposits wake. foxes use. furiously final deposits wake quickly ironic 
    9994.4 | Supplier#000123319        | KENYA                     |   3623312 | Manufacturer#5            | Ptd1uGUcSftDWsE7BU                       | 24-243-699-9800 | al instructions. blithely regular fox
   9994.34 | Supplier#000605137        | ALGERIA                   |   7605136 | Manufacturer#5            | DvJjQtGNmfAAImFRC tNQRoXO ,AzSDQme       | 10-974-921-8740 | bout the express instructions nag across th
   9994.25 | Supplier#000145285        | ETHIOPIA                  |    395284 | Manufacturer#4            | 1xv h4Gjg6GIdu rWhzVi bU6                | 15-142-645-2574 | y. final ideas sleep carefully blithely even dolphins. slyly final somas use blithely. idea
   9992.62 | Supplier#000392949        | ALGERIA                   |  16642900 | Manufacturer#4            | vLCdwooF3pKRAJgFf7nW5lwKNSTZipPw2        | 10-853-937-3619 | ously. ironic pinto beans poach
   9992.62 | Supplier#000880081        | KENYA                     |  11380058 | Manufacturer#5            | ivXhQGmTzW7I9 bpqxL2BtnmkCcrGYI          | 24-688-697-3814 | nstructions sleep furiously express dolphins. care
   9991.94 | Supplier#000354950        | KENYA                     |   5104944 | Manufacturer#5            | ,dth0Fo1gDA9Kr7dsTV4rtNW2Ts80zlSjGSKqBI  | 24-858-418-2935 | ual pinto beans haggle-- quickly final dolphins
   9991.61 | Supplier#000891575        | ETHIOPIA                  |  17891574 | Manufacturer#4            | re8lt2a0znWX6ZDJVCjeNsEn35i36SNc         | 15-382-399-8536 | affix blithely: slyly even dependencies across the final ideas grow c
   9990.94 | Supplier#000910468        | MOROCCO                   |   3160458 | Manufacturer#4            | PKBGToJjc3TzQ                            | 25-477-132-5747 | he sometimes special foxes are blithely pending Tiresias. pinto beans sleep quickly packages. bli
   9990.83 | Supplier#000231632        | KENYA                     |   5731621 | Manufacturer#2            | p1W53ifDe8zd3EUjlqabT0b9r                | 24-607-688-1899 | ts dazzle furiously slyly regular deposits. slyly express accounts 
   9990.75 | Supplier#000445855        | MOZAMBIQUE                |   7695833 | Manufacturer#4            | 0IgxBKBoEDsdxXb                          | 26-315-250-1126 |  are fluffily about the fluffy deposits. slyly express accounts wake. carefully thi
   9990.45 | Supplier#000880502        | ETHIOPIA                  |   2880501 | Manufacturer#4            | J,ynrUY9C4B6                             | 15-602-163-9826 | p carefully. special waters past
   9990.33 | Supplier#000302403        | MOZAMBIQUE                |  16302402 | Manufacturer#3            | rEURGQ4FsuuQoISZ4,kLElM0nBFB             | 26-699-594-3328 | the carefully pending packages. slyly
    9990.2 | Supplier#000477021        | MOROCCO                   |   4727008 | Manufacturer#2            | d2uu2IAixfZDEoKpc3vNxtF,SpMFCKl          | 25-713-400-1731 | sly around the deposits. daring, ironic instructions nag carefully ironic deposits. the
    9990.2 | Supplier#000477021        | MOROCCO                   |   9477020 | Manufacturer#2            | d2uu2IAixfZDEoKpc3vNxtF,SpMFCKl          | 25-713-400-1731 | sly around the deposits. daring, ironic instructions nag carefully ironic deposits. the
   9990.09 | Supplier#000079263        | ETHIOPIA                  |   3329253 | Manufacturer#2            | f26m8ZZNayibOi1lzlYKBWIBkQrUC3s,Try7i    | 15-533-754-4046 | ts integrate carefully; furiously special dolphins among the a
   9989.72 | Supplier#000131105        | ETHIOPIA                  |   7381083 | Manufacturer#1            | UQk0w6ajxQao,IWkxwuF2vbJMXD1amrb         | 15-141-959-8956 | s ironic excuses integrate even deposits. final, even pinto beans according to the express, even pin
   9989.56 | Supplier#000976226        | MOROCCO                   |  12226189 | Manufacturer#2            | Fx,pCRBsUqvvp7 HcqSieqT0lmVGt            | 25-146-169-9554 | y even requests. even packages 
   9989.49 | Supplier#000581891        | ALGERIA                   |  17581890 | Manufacturer#1            | JyCWFxKbdeFpC6DhL,                       | 10-640-179-7430 | l packages use toward the deposits. ironic excuses abou
   9988.44 | Supplier#000628280        | ETHIOPIA                  |  14628279 | Manufacturer#5            | q3R6Nm4TszRNW7PgCyCfc                    | 15-623-458-8148 | ideas. accounts haggle furiously slyly bold accounts. final pac
