BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 33
	and p_type like '%COPPER'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
    9999.7 | Supplier#000836396        | ROMANIA                   |  13586382 | Manufacturer#3            | Nkr gSMF3e4                              | 29-579-143-3270 | c accounts. blithely special requests haggle. slyly special ideas thrash furiously
    9999.7 | Supplier#000836396        | ROMANIA                   |  18086341 | Manufacturer#4            | Nkr gSMF3e4                              | 29-579-143-3270 | c accounts. blithely special requests haggle. slyly special ideas thrash furiously
    9999.7 | Supplier#000239544        | UNITED KINGDOM            |   6489525 | Manufacturer#1            | ,6oexY7ft68JKJCN1SQ LUO5Xf               | 33-509-584-9496 | ets are. blithely special accounts wake across t
   9998.38 | Supplier#000945885        | GERMANY                   |   3445878 | Manufacturer#5            | p3R630qLsV                               | 17-514-300-6011 | usual deposits cajole requests. ironic theodolit
   9998.22 | Supplier#000270232        | FRANCE                    |   6520213 | Manufacturer#5            | APooFdPmuFui U9,hFDHGfoSEwPT,d           | 16-519-317-1679 | tions. slyly unusual instructions above the sl
   9998.04 | Supplier#000265862        | UNITED KINGDOM            |  15765831 | Manufacturer#1            |  iDkCkUxwqiBgAkB ME4qYZoRQvIYqlb0S       | 33-962-597-3811 | posits. fluffy pinto beans hang against the
   9997.97 | Supplier#000237396        | FRANCE                    |   2987393 | Manufacturer#1            | 8ISK9AwEdVo5                             | 16-450-280-7386 | s are carefully around the blithely silent platelets; blithely regul
   9997.73 | Supplier#000329974        | RUSSIA                    |  15829943 | Manufacturer#2            | eKtIadopsE                               | 32-268-488-7178 | uickly. furiously ironic requests are slyly above the regula
   9997.73 | Supplier#000329974        | RUSSIA                    |  17329973 | Manufacturer#2            | eKtIadopsE                               | 32-268-488-7178 | uickly. furiously ironic requests are slyly above the regula
   9997.35 | Supplier#000863869        | ROMANIA                   |  17863868 | Manufacturer#2            | NSVrFXWb1axnAAYSi0                       | 29-598-659-1619 | s? carefully regular dependencies are carefully bold deposits. quickly unusual packages haggle qu
    9997.2 | Supplier#000487664        | FRANCE                    |  15237648 | Manufacturer#3            |  ShFSQYlV,8EvuNQkB7B                     | 16-714-518-5435 | mong the ideas. accounts poach p
   9997.17 | Supplier#000123140        | ROMANIA                   |   7373118 | Manufacturer#1            | O80qPjM5qonzjxGI,ClSnI7Vf3dlZCztkNx3ho   | 29-567-411-4572 | uriously slyly bold forges. slyly pending platelets haggle after the excuses. quickly pend
   9996.84 | Supplier#000378906        | ROMANIA                   |   7378905 | Manufacturer#5            | wvnSPFQgVS0oVrAxMOZ4Kkcea                | 29-478-971-9297 | ding packages boost slyly brave deposits. furiously final excuses are bli
   9996.84 | Supplier#000378906        | ROMANIA                   |  12128893 | Manufacturer#5            | wvnSPFQgVS0oVrAxMOZ4Kkcea                | 29-478-971-9297 | ding packages boost slyly brave deposits. furiously final excuses are bli
    9996.6 | Supplier#000964227        | FRANCE                    |  10714216 | Manufacturer#5            | R3gr3lqtmEmiH59tr1MQo                    | 16-557-307-8991 | ular asymptotes. Tiresias sleep quickly a
   9996.45 | Supplier#000646291        | RUSSIA                    |   1646290 | Manufacturer#4            | Q0hE cBKNgaQhMYygu1oqW3MF,UyZUK,B0oCY    | 32-248-254-8427 | ets. furiously bold platele
   9995.34 | Supplier#000190688        | UNITED KINGDOM            |  16690655 | Manufacturer#1            | pSlhz0825vaM,Ly8Y4VLCtdGzFNpsDh35U       | 33-424-942-1566 | side of the carefully special pinto
   9995.25 | Supplier#000974205        | UNITED KINGDOM            |  15224159 | Manufacturer#5            | UFs,1xv12Y2dWluT,nJf                     | 33-534-857-2947 | sts; regular, final theodolites about the final, unusual frets 
   9995.07 | Supplier#000490282        | ROMANIA                   |   3240278 | Manufacturer#2            | JgPB99IeBLB                              | 29-394-304-4131 | efully final requests after the even accounts serve against the slyly 
    9994.9 | Supplier#000404313        | FRANCE                    |   5154307 | Manufacturer#2            | elYZHyDes9v5N6kRQXa11StKyiDnavCbi3sJxzry | 16-582-734-9098 | gular platelets about the special, ironic requests haggle fluffily blithely express accounts. qu
   9994.63 | Supplier#000250390        | GERMANY                   |  16750357 | Manufacturer#1            | ipkMvz0TygZ5myRo9UnQy awlf2XSMSgHRoe     | 17-443-802-6391 | bold, even requests detect slyly acro
   9994.11 | Supplier#000213298        | FRANCE                    |  12963285 | Manufacturer#4            | hZZeJWYgWwVdN G9dv,8                     | 16-813-605-2602 | f the furiously unusual foxes? carefully final ideas are final, pending accoun
   9993.97 | Supplier#000566725        | FRANCE                    |  18316706 | Manufacturer#2            | xRvrlNXz9DfV                             | 16-151-920-7745 | long the fluffily special instructions. dogged dolphi
    9993.9 | Supplier#000692154        | UNITED KINGDOM            |   6192141 | Manufacturer#4            | 4WP ,hj06wVj2U                           | 33-849-416-5457 | ckages are carefully among the slyly final deposits. bold requests a
   9993.82 | Supplier#000220001        | UNITED KINGDOM            |  15719970 | Manufacturer#4            | skEI356NY76ooJM5Ks3b8qbKRAkSsvu          | 33-738-356-6829 | lent accounts. furiously silent dependencies mold caref
   9993.21 | Supplier#000935931        | UNITED KINGDOM            |   4185918 | Manufacturer#2            | 0LoRZEdAtXK2xnXUU                        | 33-117-102-3544 | ntain blithely silent instructions. unusual, final foxes s
   9993.21 | Supplier#000935931        | UNITED KINGDOM            |  18935930 | Manufacturer#2            | 0LoRZEdAtXK2xnXUU                        | 33-117-102-3544 | ntain blithely silent instructions. unusual, final foxes s
   9993.09 | Supplier#000459749        | UNITED KINGDOM            |  19459748 | Manufacturer#3            | iORDMxukfwF                              | 33-260-433-4996 |  slyly. furiously ironic accounts ar
   9992.83 | Supplier#000437468        | GERMANY                   |  10937447 | Manufacturer#1            | 26Fd5kWhE5u9Iyrvqg                       | 17-226-650-1089 | uickly regular platelets believe carefull
   9992.83 | Supplier#000374592        | RUSSIA                    |   7874577 | Manufacturer#4            | C EeAz3a7F8HBxYwwbS38T1KfSpTl7           | 32-141-741-5595 | inal accounts? slyly special accounts dazzle
   9992.68 | Supplier#000961580        | UNITED KINGDOM            |   9961579 | Manufacturer#2            | me5yS3yU9nKFozDfEW                       | 33-273-192-1544 | y about the slyly bold excuses. 
   9992.66 | Supplier#000592271        | GERMANY                   |   3342267 | Manufacturer#5            | ty9cMjfRsIetDCN6HgM5UwClbIHHWp2ccnc,O    | 17-360-302-3279 | uriously regular requests. instructions about the slyly bold instru
   9992.62 | Supplier#000483146        | UNITED KINGDOM            |   6233139 | Manufacturer#2            | VsRlP8DuembSUcPw                         | 33-955-934-3870 | ful deposits are carefully 
   9992.35 | Supplier#000823478        | UNITED KINGDOM            |   9323459 | Manufacturer#2            | uX8s59NYLwqpULqtJ                        | 33-386-340-3241 | ajole! final requests nag among the requests. final requests haggle blithely. foxe
   9992.35 | Supplier#000823478        | UNITED KINGDOM            |  15073432 | Manufacturer#3            | uX8s59NYLwqpULqtJ                        | 33-386-340-3241 | ajole! final requests nag among the requests. final requests haggle blithely. foxe
