BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#35'
	and p_type not like 'SMALL POLISHED%'
	and p_size in (1, 28, 23, 7, 6, 18, 24, 31)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#21   | ECONOMY BRUSHED BRASS     |     31 |          603
 Brand#34   | ECONOMY BURNISHED STEEL   |     23 |          592
 Brand#54   | ECONOMY BURNISHED TIN     |      6 |          592
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#11   | MEDIUM BURNISHED COPPER   |      6 |          583
 Brand#25   | PROMO POLISHED COPPER     |     18 |          580
 Brand#14   | LARGE BRUSHED STEEL       |     24 |          575
 Brand#22   | PROMO POLISHED TIN        |     23 |          572
 Brand#31   | STANDARD POLISHED NICKEL  |      1 |          572
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |          572
 Brand#32   | MEDIUM PLATED COPPER      |     31 |          571
 Brand#33   | PROMO ANODIZED STEEL      |      6 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#32   | SMALL ANODIZED BRASS      |     31 |          568
 Brand#51   | ECONOMY POLISHED NICKEL   |      7 |          568
 Brand#53   | ECONOMY PLATED NICKEL     |     23 |          566
 Brand#31   | STANDARD BURNISHED COPPER |     23 |          564
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#43   | STANDARD POLISHED COPPER  |      6 |          564
 Brand#52   | SMALL BURNISHED TIN       |     24 |          564
 Brand#45   | MEDIUM ANODIZED COPPER    |      1 |          563
 Brand#14   | LARGE ANODIZED BRASS      |     23 |          560
 Brand#21   | SMALL BRUSHED COPPER      |     18 |          560
 Brand#22   | MEDIUM ANODIZED COPPER    |      7 |          560
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#43   | STANDARD BURNISHED TIN    |     23 |          560
 Brand#44   | LARGE BRUSHED BRASS       |     18 |          560
 Brand#44   | SMALL BRUSHED STEEL       |      1 |          560
 Brand#52   | MEDIUM ANODIZED TIN       |      6 |          560
 Brand#43   | LARGE ANODIZED STEEL      |     23 |          559
 Brand#11   | LARGE ANODIZED COPPER     |     23 |          556
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#24   | LARGE BRUSHED COPPER      |     24 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#41   | STANDARD ANODIZED TIN     |      1 |          556
 Brand#54   | ECONOMY PLATED COPPER     |     18 |          556
 Brand#54   | LARGE BRUSHED TIN         |     23 |          556
 Brand#21   | LARGE BURNISHED TIN       |     18 |          555
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#32   | PROMO PLATED NICKEL       |     24 |          555
 Brand#24   | STANDARD PLATED TIN       |     31 |          553
 Brand#12   | LARGE PLATED TIN          |     31 |          552
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#13   | PROMO BRUSHED TIN         |     31 |          552
 Brand#15   | MEDIUM PLATED NICKEL      |     24 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | PROMO PLATED BRASS        |      6 |          552
 Brand#45   | MEDIUM POLISHED TIN       |     18 |          552
 Brand#51   | MEDIUM PLATED COPPER      |      7 |          552
 Brand#53   | LARGE BURNISHED COPPER    |     23 |          552
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#11   | STANDARD BURNISHED BRASS  |     23 |          548
 Brand#11   | STANDARD PLATED NICKEL    |     23 |          548
 Brand#12   | STANDARD ANODIZED TIN     |     31 |          548
 Brand#21   | ECONOMY BURNISHED TIN     |     31 |          548
 Brand#21   | PROMO BRUSHED STEEL       |     18 |          548
 Brand#22   | SMALL PLATED STEEL        |      1 |          548
 Brand#31   | MEDIUM PLATED STEEL       |     31 |          548
 Brand#31   | PROMO PLATED COPPER       |     31 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#52   | LARGE ANODIZED TIN        |     31 |          548
 Brand#21   | LARGE BURNISHED TIN       |      7 |          547
 Brand#25   | ECONOMY BRUSHED NICKEL    |     31 |          547
 Brand#52   | MEDIUM ANODIZED TIN       |     31 |          547
 Brand#53   | STANDARD PLATED TIN       |     18 |          547
 Brand#54   | MEDIUM BRUSHED BRASS      |     18 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#55   | ECONOMY ANODIZED COPPER   |      1 |          547
 Brand#43   | ECONOMY ANODIZED BRASS    |     24 |          546
 Brand#45   | PROMO ANODIZED NICKEL     |     18 |          546
 Brand#13   | STANDARD POLISHED STEEL   |     23 |          544
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#14   | STANDARD PLATED TIN       |     18 |          544
 Brand#21   | PROMO POLISHED BRASS      |     18 |          544
 Brand#21   | SMALL BURNISHED TIN       |     31 |          544
 Brand#23   | LARGE POLISHED COPPER     |      7 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#25   | LARGE PLATED COPPER       |     24 |          544
 Brand#31   | ECONOMY BRUSHED BRASS     |      7 |          544
 Brand#32   | MEDIUM BRUSHED NICKEL     |     18 |          544
